"Simple_ID","Exposure_ID","Death_timing","Pre_exp_ID","Exposure_type","Exposure_start","Exposure_duration","Animal_type","Death_date","Batch","Notes","Erin_ID","Well_1","Well_2","Well_3","Status","MeanCopy","Well_1_1","Well_2_1","Well_3_1","Status_1","MeanCopy_1","MeanCopyFinal","Exposure_duration_numerical","logMeanCopyFinalPlus1","MeanCopyFinalPlus1","Trio_ID","Larval_condition","Final_status","Final_status_binomial"
"MR112","AHS.SH.24.3","Euthanization","TAHS","Shared",2021-06-27,"24hr","Naive",2021-07-03,1,NA,428,3281104,3033805,248973.67,"Pos",2187960.89,NA,NA,NA,NA,NA,2187960.89,24,6.34003975317015,2187961.89,"AHS.24.3","AHS","Pos","1"
"MR111","AHS.SH.24.2","Euthanization","TAHS","Shared",2021-06-27,"24hr","Naive",2021-07-03,1,NA,429,893660.5154,960273.1001,849772,"Pos",901235.2052,NA,NA,NA,NA,NA,901235.2052,24,5.95483863023637,901236.2052,"AHS.24.2","AHS","Pos","1"
"MR110","AHS.SH.24.1","Euthanization","TAHS","Shared",2021-06-27,"24hr","Naive",2021-07-03,1,NA,430,1042686.1,1244882.566,1180244,"Pos",1155937.555,NA,NA,NA,NA,NA,1155937.555,24,6.06293474936681,1155938.555,"AHS.24.1","AHS","Pos","1"
"MR109","ALS.SH.24.2","Euthanization","TALS","Shared",2021-06-27,"24hr","Naive",2021-07-03,1,NA,431,14772.49902,16671.53711,8457.229492,"Pos",13300.42188,NA,NA,NA,NA,NA,13300.42188,24,4.12389806815743,13301.42188,"ALS.24.2","ALS","Pos","1"
"MR108","EHS.SH.24.3","Euthanization","TEHS","Shared",2021-06-27,"24hr","Naive",2021-07-03,1,NA,432,21665,20096.3327,21784.934,"Pos",21182.0889,NA,NA,NA,NA,NA,21182.0889,24,4.325989288841,21183.0889,"EHS.24.3","EHS","Pos","1"
"MR101","ELS.SH.24.2","Euthanization","TELS","Shared",2021-06-27,"24hr","Naive",2021-07-03,1,NA,433,51340.17863,49872.10386,52618,"Pos",51276.76083,NA,NA,NA,NA,NA,51276.76083,24,4.70992905238426,51277.76083,"ELS.24.2","ELS","Pos","1"
"MR100","ELS.SH.24.1","Euthanization","TELS","Shared",2021-06-27,"24hr","Naive",2021-07-03,1,NA,434,2774069,2470062.106,24087952.66,"Pos",9777361.256,NA,NA,NA,NA,NA,9777361.256,24,6.99022170630348,9777362.256,"ELS.24.1","ELS","Pos","1"
"MR96","AHS.SH.12.1","Euthanization","TAHS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,435,211894.098,174559.0664,188204,"Pos",191552.3881,NA,NA,NA,NA,NA,191552.3881,12,5.28228983796943,191553.3881,"AHS.12.1","AHS","Pos","1"
"MR93","ELS.SH.12.1","Euthanization","TELS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,436,87028.0229,94399.0024,82660.12,"Pos",88029.04843,NA,NA,NA,NA,NA,88029.04843,12,4.94463094078478,88030.04843,"ELS.12.1","ELS","Pos","1"
"MR90","EHS.SH.12.2","Euthanization","TEHS","Shared",2021-06-27,"12hr","Naive",2021-07-02,1,NA,437,63092.116,71449.02701,69004,"Pos",67848.381,NA,NA,NA,NA,NA,67848.381,12,4.83154588988064,67849.381,"EHS.12.2","EHS","Pos","1"
"MR84","ALS.SH.6.3","Euthanization","TALS","Shared",2021-06-27,"6hr","Naive",2021-07-02,1,NA,438,3028,3462.2057,3363.057204,"Pos",3284.420968,NA,NA,NA,NA,NA,3284.420968,6,3.51659102453998,3285.420968,"ALS.6.3","ALS","Pos","1"
"MR80","EHS.SH.6.3","Euthanization","TEHS","Shared",2021-06-27,"6hr","Naive",2021-07-02,1,NA,439,0,0,201.9602,"Redo",NA,346.71273,296.013,220.0808,"Pos",177.4611217,177.4611217,6,2.25154361837423,178.4611217,"EHS.6.3","EHS","Pos","1"
"MR74","EHS.SH.1.3","Euthanization","NEHS.SH.1.3","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,440,821.3690796,381.5997314,828.5749512,"Pos",677.1812541,NA,NA,NA,NA,NA,677.1812541,1,2.83134578108724,678.1812541,"EHS.1.3","EHS","Pos","1"
"MR72","EHS.SH.1.1","Euthanization","NEHS.SH.1.1","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,441,91.72126007,87.76670837,101.1141129,"Pos",93.5340271,NA,NA,NA,NA,NA,93.5340271,1,1.97558815900501,94.5340271,"EHS.1.1","EHS","Pos","1"
"MR69","AHS.SH.1.2","Euthanization","NAHS.SH.1.2","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,442,106.294,182.499,155.932,"Pos",148.241667,NA,NA,NA,NA,NA,148.241667,1,2.17389009137963,149.241667,"AHS.1.2","AHS","Pos","1"
"MR68","ELS.SH.1.2","Euthanization","NELS.SH.1.2","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,443,79.49017334,115.3986893,75.72728729,"Pos",90.2053833,NA,NA,NA,NA,NA,90.2053833,1,1.96002047285129,91.2053833,"ELS.1.2","ELS","Pos","1"
"MR66","ALS.SH.1.3","Euthanization","NALS.SH.1.3","Shared",2021-06-27,"1hr","Naive",2021-07-02,1,NA,444,0,0,2.44,"Redo",NA,0,0,0,"Neg",0,0,1,0,1,"ALS.1.3","ALS","Neg","0"
