"Simple_ID","Exposure_ID","Death_timing","Pre_exp_ID","Exposure_type","Exposure_start","Exposure_duration","Animal_type","Death_date","Batch","Notes","Erin_ID","Well_1","Well_2","Well_3","Status","MeanCopy","Well_1_1","Well_2_1","Well_3_1","Status_1","MeanCopy_1","MeanCopyFinal","Exposure_duration_numerical","logMeanCopyFinalPlus1","MeanCopyFinalPlus1","Trio_ID","Larval_condition","Final_status","Final_status_binomial"
"MR284","EHS.SH.48.4","Euthanization","EHS4","Shared",2021-07-11,"48hr","Infected",2021-07-13,2,NA,1,43334608,38110484,42625740,"Pos",41356944,NA,NA,NA,NA,NA,41356944,48,7.61654845033142,41356945,"EHS.48.4","EHS","Pos","1"
"MR211","ELS.SH.48.4","Euthanization","ELS6","Shared",2021-07-11,"48hr","Infected",2021-07-13,2,NA,2,1088671.375,1137578.375,1131647.75,"Pos",1119299.167,NA,NA,NA,NA,NA,1119299.167,48,6.04894656855739,1119300.167,"ELS.48.4","ELS","Pos","1"
"MR285","AHS.SH.48.4","Euthanization","AHS7","Shared",2021-07-11,"48hr","Infected",2021-07-13,2,NA,3,50143200,46063564,47071740,"Pos",47759501.33,NA,NA,NA,NA,NA,47759501.33,48,7.67905979265103,47759502.33,"AHS.48.4","AHS","Pos","1"
"MR210","ALS.SH.48.C","Euthanization","ALS6","Shared",2021-07-11,"48hr","Control (pseudo-infected)",2021-07-13,2,NA,4,762.8934326,750.4929199,802.8240967,"Pos",772.0701497,NA,NA,NA,NA,NA,772.0701497,48,2.88821890432625,773.0701497,"ALS.48.C","ALS","Pos","1"
"MR282","ELS.SQ.48.8","Euthanization","ELS6","Shared",2021-07-11,"48hr","Infected",2021-07-13,2,"didn't actually make it to the shared, since it didn't have a pair so we euthanized it.",5,1484131.875,1253634,1204502,"Pos",1314089.292,NA,NA,NA,NA,NA,1314089.292,48,6.11862520690576,1314090.292,"ELS.48.8","ELS","Pos","1"
"MR212","ELS.SH.48.7","Euthanization","ELS7","Shared",2021-07-11,"48hr","Infected",2021-07-13,2,NA,6,13384569,10601291,11523638,"Pos",11836499.33,NA,NA,NA,NA,NA,11836499.33,48,7.07322331454585,11836500.33,"ELS.48.7","ELS","Pos","1"
"MR283","ALS.SH.48.6","Died during exposure","ALS3","Shared",2021-07-11,"48hr","Infected",2021-07-13,2,"died during the shared exposure. It was originally labeled as SQ but this was incorrect. Verified using tape photos and pairs.",7,12807790,12138424,11630371,"Pos",12192195,NA,NA,NA,NA,NA,12192195,48,7.08608193570765,12192196,"ALS.48.6","ALS","Pos","1"
"MR213","ALS.SH.48.7","Died after exposure","ALS8","Shared",2021-07-11,"48hr","Naive",2021-07-18,2,NA,8,95695040,82905776,83114568,"Pos",87238461.33,NA,NA,NA,NA,NA,87238461.33,48,7.94070800207538,87238462.33,"ALS.48.7","ALS","Pos","1"
"MR133","ALS.SQ.48.5","Died after exposure","ALS15","Sequential",2021-07-13,"48hr","Naive",2021-07-19,2,NA,9,38434.27734,36566.875,33507.22656,"Pos",36169.45964,NA,NA,NA,NA,NA,36169.45964,48,4.55835402764045,36170.45964,"ALS.48.5","ALS","Pos","1"
"MR165","EHS.SQ.48.5","Died after exposure","EHS9","Sequential",2021-07-13,"48hr","Naive",2021-07-19,2,NA,11,12539592,12854464,11458144,"Pos",12284066.67,NA,NA,NA,NA,NA,12284066.67,48,7.08934220020238,12284067.67,"EHS.48.5","EHS","Pos","1"
"MR137","ELS.SH.12.C","Euthanization","ELS3","Shared",2021-07-11,"12hr","Control (pseudo-naive)",2021-07-16,2,NA,61,45.02565384,26.35859299,45.39323807,"Pos",38.9258283,0,0,0,"Neg",0,0,12,0,1,"ELS.12.C","ELS","Neg","0"
"MR190","EHS.SH.12.C","Euthanization","EHS2","Shared",2021-07-11,"12hr","Control (pseudo-naive)",2021-07-16,2,NA,62,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"EHS.12.C","EHS","Neg","0"
"MR180","AHS.SH.12.C","Euthanization","AHS9","Shared",2021-07-11,"12hr","Control (pseudo-naive)",2021-07-16,2,NA,63,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"AHS.12.C","AHS","Neg","0"
"MR121","ALS.SH.12.C","Euthanization","ALS13","Shared",2021-07-11,"12hr","Control (pseudo-naive)",2021-07-16,2,NA,64,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"ALS.12.C","ALS","Neg","0"
"MR135","ALS.SH.12.4","Euthanization","ALS5","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,65,439204640,141453280,233206032,"Pos",271287984,NA,NA,NA,NA,NA,271287984,12,8.43343055983698,271287985,"ALS.12.4","ALS","Pos","1"
"MR140","ALS.SH.12.5","Euthanization","ALS8","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,66,26847.02344,27505.79492,27264.375,"Pos",27205.73112,NA,NA,NA,NA,NA,27205.73112,12,4.43467636457181,27206.73112,"ALS.12.5","ALS","Pos","1"
"MR176","ALS.SH.12.6","Euthanization","ALS13","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,67,2180967.75,2107146.25,2085459.375,"Pos",2124524.458,NA,NA,NA,NA,NA,2124524.458,12,6.32726193956894,2124525.458,"ALS.12.6","ALS","Pos","1"
"MR170","ALS.SH.12.7","Euthanization","ALS9","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,68,64007544,66689536,61402076,"Pos",64033052,NA,NA,NA,NA,NA,64033052,12,7.80640420882783,64033053,"ALS.12.7","ALS","Pos","1"
"MR117","ALS.SH.1.5","Euthanization","ALS5","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,69,86.13912964,79.34433746,110.7974548,"Pos",92.09364065,NA,NA,NA,NA,NA,92.09364065,1,1.96892001476283,93.09364065,"ALS.1.5","ALS","Pos","1"
"MR134","EHS.SH.1.4","Euthanization","EHS7","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,70,1732986.25,1680380,1336159.25,"Pos",1583175.167,NA,NA,NA,NA,NA,1583175.167,1,6.19952924341518,1583176.167,"EHS.1.4","EHS","Pos","1"
"MR116","EHS.SH.1.5","Euthanization","EHS2","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,71,55.95837784,63.61270523,56.51086044,"Pos",58.69398117,NA,NA,NA,NA,NA,58.69398117,1,1.77593054425447,59.69398117,"EHS.1.5","EHS","Pos","1"
"MR89","EHS.SH.1.6","Euthanization","EHS2","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,72,30.1488266,82.51663971,49.65097809,"Pos",54.10548147,NA,NA,NA,NA,NA,54.10548147,1,1.74119480127954,55.10548147,"EHS.1.6","EHS","Pos","1"
"MR122","ALS.SH.1.4","Euthanization","ALS8","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,73,413747.5625,401153.625,324160.4688,"Pos",379687.2188,NA,NA,NA,NA,NA,379687.2188,1,5.57942712179208,379688.2188,"ALS.1.4","ALS","Pos","1"
"MR11","ELS.SH.1.7","Euthanization","ELS3","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,74,26.20630646,24.56932259,30.05074692,"Pos",26.94212532,NA,NA,NA,NA,NA,26.94212532,1,1.44625943612478,27.94212532,"ELS.1.7","ELS","Pos","1"
"MR175","ELS.SH.1.6","Euthanization","ELS10","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,75,64.0457077,54.82595062,53.38921356,"Pos",57.42029063,NA,NA,NA,NA,NA,57.42029063,1,1.76656371317658,58.42029063,"ELS.1.6","ELS","Pos","1"
"MR114","AHS.SQ.48.C","Euthanization","AHS12","Sequential",2021-07-13,"48hr","Control (pseudo-naive)",2021-07-20,2,NA,76,117.4210281,92.98249817,91.6902771,"Pos",100.6979345,NA,NA,NA,NA,NA,100.6979345,48,2.00731213242755,101.6979345,"AHS.48.C","AHS","Pos","1"
"MR191","ALS.SQ.48.C","Euthanization","ALS2","Sequential",2021-07-13,"48hr","Control (pseudo-naive)",2021-07-20,2,NA,77,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,48,0,1,"ALS.48.C","ALS","Neg","0"
"MR50","ALS.SQ.48.4","Euthanization","ALS15","Sequential",2021-07-13,"48hr","Naive",2021-07-20,2,NA,78,248.6191559,245.2097168,225.1772919,"Pos",239.6687215,NA,NA,NA,NA,NA,239.6687215,48,2.38141965087893,240.6687215,"ALS.48.4","ALS","Pos","1"
"MR29","ALS.SQ.48.6","Euthanization","ALS2","Sequential",2021-07-13,"48hr","Naive",2021-07-20,2,NA,79,27.46111679,66.57370758,71.65011597,"Pos",55.22831345,NA,NA,NA,NA,NA,55.22831345,48,1.74995505718283,56.22831345,"ALS.48.6","ALS","Pos","1"
"MR1","ELS.SQ.48.C","Euthanization","EHS9 (No more ELS frogs)","Sequential",2021-07-13,"48hr","Control (pseudo-naive)",2021-07-20,2,NA,80,252.6855164,244.6822052,310.1464844,"Pos",269.171402,0,0,0,"Neg",0,0,48,0,1,"ELS.48.C","ELS","Neg","0"
"MR48","ALS.SQ.48.7","Euthanization","ALS2","Sequential",2021-07-13,"48hr","Naive",2021-07-20,2,NA,81,409.6756592,359.0410461,364.7192993,"Pos",377.8120015,NA,NA,NA,NA,NA,377.8120015,48,2.57842372984195,378.8120015,"ALS.48.7","ALS","Pos","1"
"MR34","EHS.SQ.48.4","Euthanization","EHS9","Sequential",2021-07-13,"48hr","Naive",2021-07-20,2,NA,82,1039.096558,1009.162781,1081.137817,"Pos",1043.132385,NA,NA,NA,NA,NA,1043.132385,48,3.01875556612794,1044.132385,"EHS.48.4","EHS","Pos","1"
"MR79","EHS.SQ.48.6","Euthanization","EHS1","Sequential",2021-07-13,"48hr","Naive",2021-07-20,2,NA,83,334.1399231,233.9066925,276.7645264,"Pos",281.603714,NA,NA,NA,NA,NA,281.603714,48,2.45117786508192,282.603714,"EHS.48.6","EHS","Pos","1"
"MR166","ELS.SQ.48.4","Euthanization","ELS4","Sequential",2021-07-13,"48hr","Naive",2021-07-20,2,NA,84,3719.70459,2838.429932,3262.180664,"Pos",3273.438395,NA,NA,NA,NA,NA,3273.438395,48,3.51513682406296,3274.438395,"ELS.48.4","ELS","Pos","1"
"MR95","ELS.SQ.48.5","Euthanization","ELS9","Sequential",2021-07-13,"48hr","Naive",2021-07-20,2,NA,85,181.9039612,114.9606857,123.2888718,"Pos",140.0511729,NA,NA,NA,NA,NA,140.0511729,48,2.14937670184821,141.0511729,"ELS.48.5","ELS","Pos","1"
"MR167","ELS.SQ.48.6","Euthanization","ELS12","Sequential",2021-07-13,"48hr","Naive",2021-07-20,2,NA,86,622.7211304,540.2060547,548.572998,"Pos",570.500061,NA,NA,NA,NA,NA,570.500061,48,2.75701628108644,571.500061,"ELS.48.6","ELS","Pos","1"
"MR22","ELS.SQ.48.7","Euthanization","ELS4","Sequential",2021-07-13,"48hr","Naive",2021-07-20,2,NA,87,846.9266968,683.8271484,750.4210205,"Pos",760.3916219,NA,NA,NA,NA,NA,760.3916219,48,2.8816080936727,761.3916219,"ELS.48.7","ELS","Pos","1"
"MR113","ELS.SQ.48.8","Euthanization","ELS4","Sequential",2021-07-13,"48hr","Naive",2021-07-20,2,NA,88,152.062561,95.72075653,208.3081055,"Pos",152.0304743,NA,NA,NA,NA,NA,152.0304743,48,2.18477792429773,153.0304743,"ELS.48.8","ELS","Pos","1"
"MR128","ELS.SH.1.4","Euthanization","ELS11","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,89,7827118.5,7227214.5,6930396.5,"Pos",7328243.167,NA,NA,NA,NA,NA,7328243.167,1,6.8649999309947,7328244.167,"ELS.1.4","ELS","Pos","1"
"MR120","ELS.SH.12.6","Euthanization","ELS10","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,90,24833120,25554882,24390490,"Pos",24926164,NA,NA,NA,NA,NA,24926164,12,7.39665546552923,24926165,"ELS.12.6","ELS","Pos","1"
"MR168","AHS.SH.1.5","Euthanization","AHS9","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,95,101604.4063,97210.11719,92440.73438,"Pos",97085.08594,NA,NA,NA,NA,NA,97085.08594,1,4.98715699270435,97086.08594,"AHS.1.5","AHS","Pos","1"
"MR187","AHS.SH.1.6","Euthanization","AHS9","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,96,482.2929993,432.3643494,443.1001587,"Pos",452.5858358,NA,NA,NA,NA,NA,452.5858358,1,2.6566594843109,453.5858358,"AHS.1.6","AHS","Pos","1"
"MR31","ALS.SH.1.6","Euthanization","ALS6","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,97,1213.30127,1325.735596,1291.223633,"Pos",1276.753499,NA,NA,NA,NA,NA,1276.753499,1,3.10644707890085,1277.753499,"ALS.1.6","ALS","Pos","1"
"MR115","AHS.SH.1.4","Euthanization","AHS10","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,98,81464.53125,78134.40625,68932.375,"Pos",76177.10417,NA,NA,NA,NA,NA,76177.10417,1,4.88183016025519,76178.10417,"AHS.1.4","AHS","Pos","1"
"MR186","EHS.SH.12.4","Euthanization","EHS2","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,99,440669.1563,352983.4688,312419.25,"Pos",368690.625,NA,NA,NA,NA,NA,368690.625,12,5.56666327251906,368691.625,"EHS.12.4","EHS","Pos","1"
"MR2","EHS.SH.12.5","Euthanization","EHS7","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,100,77451864,68271672,66509840,"Pos",70744458.67,NA,NA,NA,NA,NA,70744458.67,12,7.84969243389297,70744459.67,"EHS.12.5","EHS","Pos","1"
"MR12","AHS.SH.6.6","Euthanization","AHS10","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,101,10615132,8357677,8816224,"Pos",9263011,NA,NA,NA,NA,NA,9263011,6,6.96675222666936,9263012,"AHS.6.6","AHS","Pos","1"
"MR77","AHS.SH.6.4","Euthanization","AHS10","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,102,269366240,241099488,196984576,"Pos",235816768,NA,NA,NA,NA,NA,235816768,6,8.37257468466587,235816769,"AHS.6.4","AHS","Pos","1"
"MR83","ALS.SH.6.6","Euthanization","ALS9","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,103,6477.572754,6432.859375,5611.174805,"Pos",6173.868978,NA,NA,NA,NA,NA,6173.868978,6,3.79062774691384,6174.868978,"ALS.6.6","ALS","Pos","1"
"MR91","AHS.SH.6.5","Euthanization","AHS9","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,104,185345008,162821856,141306992,"Pos",163157952,NA,NA,NA,NA,NA,163157952,6,8.21260824796657,163157953,"AHS.6.5","AHS","Pos","1"
"MR52","ELS.SH.12.5","Euthanization","ELS3","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,105,67674688,61652668,68627752,"Pos",65985036,NA,NA,NA,NA,NA,65985036,12,7.81944546455594,65985037,"ELS.12.5","ELS","Pos","1"
"MR81","AHS.SH.12.4","Euthanization","AHS10","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,106,48438384,49704636,47077160,"Pos",48406726.67,NA,NA,NA,NA,NA,48406726.67,12,7.68490572501031,48406727.67,"AHS.12.4","AHS","Pos","1"
"MR70","AHS.SH.12.5","Euthanization","AHS9","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,107,3494.041992,3090.526855,2974.876465,"Pos",3186.481771,NA,NA,NA,NA,NA,3186.481771,12,3.50344770974735,3187.481771,"AHS.12.5","AHS","Pos","1"
"MR98","AHS.SH.12.6","Euthanization","AHS10","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,108,831.2497559,696.5847168,715.0698242,"Pos",747.6347656,NA,NA,NA,NA,NA,747.6347656,12,2.87426999130319,748.6347656,"AHS.12.6","AHS","Pos","1"
"MR161","EHS.SH.12.7","Euthanization","EHS7","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,109,315143584,116193304,113870480,"Pos",181735789.3,NA,NA,NA,NA,NA,181735789.3,12,8.25944046390218,181735790.3,"EHS.12.7","EHS","Pos","1"
"MR193","EHS.SH.12.6","Euthanization","EHS2","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,110,41784260,33600032,31830518,"Pos",35738270,NA,NA,NA,NA,NA,35738270,12,7.55313353772411,35738271,"EHS.12.6","EHS","Pos","1"
"MR189","ALS.SH.6.5","Euthanization","ALS13","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,111,8370518.5,12022162,11199358,"Pos",10530679.5,NA,NA,NA,NA,NA,10530679.5,6,7.02245643650798,10530680.5,"ALS.6.5","ALS","Pos","1"
"MR162","ALS.SH.6.4","Euthanization","Missing data.","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,112,56261748,41173188,43378184,"Pos",46937706.67,NA,NA,NA,NA,NA,46937706.67,6,7.67152187583395,46937707.67,"ALS.6.4","ALS","Pos","1"
"MR10","ELS.SH.12.4","Euthanization","ELS10","Shared",2021-07-11,"12hr","Naive",2021-07-16,2,NA,113,51396164,53385544,49284504,"Pos",51355404,NA,NA,NA,NA,NA,51355404,12,7.71058615851059,51355405,"ELS.12.4","ELS","Pos","1"
"MR124","ELS.SH.1.5","Euthanization","ELS3","Shared",2021-07-11,"1hr","Naive",2021-07-16,2,NA,114,714.8389893,518.7481079,553.8424683,"Pos",595.8098551,NA,NA,NA,NA,NA,595.8098551,1,2.77583598601322,596.8098551,"ELS.1.5","ELS","Pos","1"
"MR139","ELS.SH.6.4","Euthanization","ELS11","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,115,1033.335327,962.8984985,1109.318481,"Pos",1035.184102,NA,NA,NA,NA,NA,1035.184102,6,3.01543692469436,1036.184102,"ELS.6.4","ELS","Pos","1"
"MR23","ELS.SH.6.5","Euthanization","ELS3","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,116,5647614.5,5772467.5,5394422,"Pos",5604834.667,NA,NA,NA,NA,NA,5604834.667,6,6.74856288366403,5604835.667,"ELS.6.5","ELS","Pos","1"
"MR99","EHS.SH.6.7","Euthanization","EHS2","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,117,721.7818604,754.8044434,610.9622192,"Pos",695.8495076,NA,NA,NA,NA,NA,695.8495076,6,2.84313899750149,696.8495076,"EHS.6.7","EHS","Pos","1"
"MR36","EHS.SH.6.5","Euthanization","EHS2","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,118,274200.0938,264160.875,282210.7813,"Pos",273523.9167,NA,NA,NA,NA,NA,273523.9167,6,5.43699689444431,273524.9167,"EHS.6.5","EHS","Pos","1"
"MR125","EHS.SH.6.4","Euthanization","EHS7","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,119,2828.401611,1792.012573,2136.259521,"Pos",2252.224569,NA,NA,NA,NA,NA,2252.224569,6,3.35280447810519,2253.224569,"EHS.6.4","EHS","Pos","1"
"MR18","EHS.SH.6.6","Euthanization","EHS7","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,120,511.5018616,632.147644,591.7434082,"Pos",578.4643046,NA,NA,NA,NA,NA,578.4643046,6,2.76302668828457,579.4643046,"EHS.6.6","EHS","Pos","1"
"MR136","ALS.SQ.24.8","Euthanization","ALS12","Sequential",2021-07-12,"24hr","Naive",2021-07-19,2,NA,121,12079039,11365875,12033713,"Pos",11826209,NA,NA,NA,NA,NA,11826209,24,7.07284558657172,11826210,"ALS.24.8","ALS","Pos","1"
"MR32","AHS.SQ.24.4","Euthanization","AHS6","Sequential",2021-07-12,"24hr","Naive",2021-07-19,2,NA,122,446.3840027,425.2211914,499.6159363,"Pos",457.0737101,NA,NA,NA,NA,NA,457.0737101,24,2.66093536733571,458.0737101,"AHS.24.4","AHS","Pos","1"
"MR19","AHS.SQ.24.6","Euthanization","AHS12","Sequential",2021-07-12,"24hr","Naive",2021-07-19,2,NA,123,4252.563965,4076.922119,4067.424805,"Pos",4132.30363,NA,NA,NA,NA,NA,4132.30363,24,3.61629730946513,4133.30363,"AHS.24.6","AHS","Pos","1"
"MR138","ELS.SH.6.6","Euthanization","ELS10","Shared",2021-07-11,"6hr","Naive",2021-07-16,2,NA,124,186.2019806,208.1460724,198.1664581,"Pos",197.504837,NA,NA,NA,NA,NA,197.504837,6,2.29777109375311,198.504837,"ELS.6.6","ELS","Pos","1"
"MR126","ELS.SH.24.7","Euthanization","ELS6","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,125,4352431,3899625.5,3471411.25,"Pos",3907822.583,NA,NA,NA,NA,NA,3907822.583,24,6.59193494945334,3907823.583,"ELS.24.7","ELS","Pos","1"
"MR4","ELS.SH.24.5","Euthanization","ELS6","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,126,244.3318329,261.8478394,252.9236755,"Pos",253.0344493,NA,NA,NA,NA,NA,253.0344493,24,2.40489261475544,254.0344493,"ELS.24.5","ELS","Pos","1"
"MR119","ELS.SH.24.4","Euthanization","ELS7 (From ELS.SQ.24.6)","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,127,57030772,40032192,39472716,"Pos",45511893.33,NA,NA,NA,NA,NA,45511893.33,24,7.65812491241134,45511894.33,"ELS.24.4","ELS","Pos","1"
"MR179","EHS.SH.24.7","Euthanization","EHS6","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,128,16312637,14930377,17000908,"Pos",16081307.33,NA,NA,NA,NA,NA,16081307.33,24,7.20632137882694,16081308.33,"EHS.24.7","EHS","Pos","1"
"MR177","EHS.SH.24.6","Euthanization","EHS5","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,129,7108020,5842606.5,6789229.5,"Pos",6579952,NA,NA,NA,NA,NA,6579952,24,6.81822279149943,6579953,"EHS.24.6","EHS","Pos","1"
"MR106","EHS.SH.24.5","Euthanization","EHS4","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,130,2440690,2729127,2914453.25,"Pos",2694756.75,NA,NA,NA,NA,NA,2694756.75,24,6.43051972960921,2694757.75,"EHS.24.5","EHS","Pos","1"
"MR35","AHS.SH.24.5","Euthanization","AHS2","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,131,7422087,6859379,7127071.5,"Pos",7136179.167,NA,NA,NA,NA,NA,7136179.167,24,6.8534658061307,7136180.167,"AHS.24.5","AHS","Pos","1"
"MR20","AHS.SH.24.4","Euthanization","AHS2","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,132,6533453.5,6626682.5,6030429,"Pos",6396855,NA,NA,NA,NA,NA,6396855,24,6.80596657439909,6396856,"AHS.24.4","AHS","Pos","1"
"MR5","ALS.SH.24.8","Euthanization","ALS6","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,133,7267841,7685910,7718317,"Pos",7557356,NA,NA,NA,NA,NA,7557356,24,6.87836993822518,7557357,"ALS.24.8","ALS","Pos","1"
"MR13","ALS.SH.24.7","Euthanization","ALS11","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,134,1480.829102,1432.355469,1367.598022,"Pos",1426.927531,NA,NA,NA,NA,NA,1426.927531,24,3.15470616704419,1427.927531,"ALS.24.7","ALS","Pos","1"
"MR15","ALS.SH.24.5","Euthanization","ALS9","Shared",2021-07-11,"24hr","Infected",2021-07-12,2,NA,135,4425.617188,4269.756348,3965.458008,"Pos",4220.277181,NA,NA,NA,NA,NA,4220.277181,24,3.62544387009483,4221.277181,"ALS.24.5","ALS","Pos","1"
"MR7","EHS.SQ.12.7","Euthanization","EHS9","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,136,256.8647156,152.7991333,220.2934418,"Pos",209.9857635,NA,NA,NA,NA,NA,209.9857635,12,2.32425315178118,210.9857635,"EHS.12.7","EHS","Pos","1"
"MR16","EHS.SQ.12.6","Euthanization","EHS8","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,137,78102648,75603072,69701616,"Pos",74469112,NA,NA,NA,NA,NA,74469112,12,7.87197618100196,74469113,"EHS.12.6","EHS","Pos","1"
"MR6","ALS.SQ.12.7","Euthanization","ALS15","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,138,42632.96094,40994.17188,39962.86328,"Pos",41196.66536,NA,NA,NA,NA,NA,41196.66536,12,4.6148726055963,41197.66536,"ALS.12.7","ALS","Pos","1"
"MR9","ALS.SQ.12.6","Euthanization","ALS2","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,139,457.6743164,499.3656311,456.3749695,"Pos",471.1383057,NA,NA,NA,NA,NA,471.1383057,12,2.67406923720156,472.1383057,"ALS.12.6","ALS","Pos","1"
"MR67","AHS.SQ.12.5","Euthanization","AHS11","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,140,549.6098022,572.3706055,595.5797119,"Pos",572.5200399,NA,NA,NA,NA,NA,572.5200399,12,2.75854859759201,573.5200399,"AHS.12.5","AHS","Pos","1"
"MR71","ALS.SQ.12.5","Euthanization","ALS2","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,141,79.26692963,199.700058,247.9705963,"Pos",175.6458613,NA,NA,NA,NA,NA,175.6458613,12,2.24710346664701,176.6458613,"ALS.12.5","ALS","Pos","1"
"MR92","ALS.SQ.12.4","Euthanization","ALS14","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,142,63.20947266,62.9527092,0,"Pos",42.05406062,NA,NA,NA,NA,NA,42.05406062,12,1.63401411796608,43.05406062,"ALS.12.4","ALS","Pos","1"
"MR73","AHS.SQ.12.6","Euthanization","AHS12","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,143,347.8031311,409.501709,369.0855713,"Pos",375.4634705,NA,NA,NA,NA,NA,375.4634705,12,2.57572284154616,376.4634705,"AHS.12.6","AHS","Pos","1"
"MR107","AHS.SQ.12.C","Euthanization","AHS6","Sequential",2021-07-11,"12hr","Control (pseudo-naive)",2021-07-18,2,NA,144,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"AHS.12.C","AHS","Neg","0"
"MR82","ALS.SQ.12.C","Euthanization","ALS12","Sequential",2021-07-11,"12hr","Control (pseudo-naive)",2021-07-18,2,NA,145,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"ALS.12.C","ALS","Neg","0"
"MR78","EHS.SQ.12.C","Euthanization","EHS1","Sequential",2021-07-11,"12hr","Control (pseudo-naive)",2021-07-18,2,NA,146,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"EHS.12.C","EHS","Neg","0"
"MR75","ALS.SQ.6.6","Euthanization","ALS12","Sequential",2021-07-11,"6hr","Naive",2021-07-18,2,NA,147,721.5527954,530.1767578,469.2949524,"Pos",573.6748352,NA,NA,NA,NA,NA,573.6748352,6,2.75942217995419,574.6748352,"ALS.6.6","ALS","Pos","1"
"MR97","ELS.SQ.12.C","Euthanization","ELS9","Sequential",2021-07-11,"12hr","Control (pseudo-naive)",2021-07-18,2,NA,148,0,0,0,"Neg",0,NA,NA,NA,NA,NA,0,12,0,1,"ELS.12.C","ELS","Neg","0"
"MR64","ELS.SQ.12.6","Euthanization","ELS9","Sequential",2021-07-11,"12hr","Naive",2021-07-18,2,NA,149,208.7015228,64.3819809,260.3071594,"Pos",177.7968877,NA,NA,NA,NA,NA,177.7968877,12,2.25235995480397,178.7968877,"ELS.12.6","ELS","Pos","1"
